name;url;locationCoordinate;locationCountry;locationRegion;elevationTopM;elevationDifferenceM;totalSlopeLengthKm;numberOfLifts;numberOfSlopes;annualSnowfallCm;id
Weissenbach;https://www.weissenbach.it/tourist-info-de/sporteln-freizeit-in-rio/family-skilift/;{'lat': '46.9463', 'long': '11.9787'};Italy;Trentino-Alto Adige;1433.0;61.0;1.0;1.0;2.0;200.0;7104791650
Dömlé - Deje;https://www.domlebacken.se/;{'lat': '59.4997', 'long': '13.4756'};Sweden;Värmland;145.0;65.0;0.4;1.0;1.0;150.0;4859058390
Engstingen;http://www.skilift-engstingen.de;{'lat': '48.3538', 'long': '9.2869'};Germany;Reutlingen;770.0;70.0;1.6;6.0;4.0;120.0;7296195459
Waldheimhütte;https://zirbenland.at/cms/events/orte.asp?id=2150;{'lat': '47.0500', 'long': '14.5700'};Austria;Bezirk Murtal;1708.0;92.0;0.5;1.0;1.0;150.0;1499063811
Hanaslöv;https://new.hanaslov.se/vinter/;{'lat': '56.899324', 'long': '14.542946'};Sweden;Kronoberg;238.0;70.0;1.0;2.0;2.0;100.0;9073335404
Frost Fire Park;https://frostfirepark.org/;{'lat': '48.8998', 'long': '-97.9203'};USA;North Dakota;440.0;110.0;1.5;1.0;3.0;150.0;4490444002
Bildhaus;https://www.skilift-bildhaus.ch/;{'lat': '47.2472', 'long': '9.0206'};Switzerland;Canton of St. Gallen;860.0;60.0;0.5;2.0;1.0;120.0;2659888435
Datenberg;https://www.bad-tabarz.de/touristinfo/ausflugsziele-attraktionen/;{'lat': '50.8783', 'long': '10.5137'};Germany;Gotha;435.0;15.0;0.2;1.0;1.0;50.0;2689138813
Brenden;https://www.hochschwarzwald.de/Skifahren/Flutlichtfahren/Skilift-Brenden;{'lat': '47.7152', 'long': '8.3108'};Germany;Waldshut;880.0;80.0;0.5;1.0;1.0;100.0;6494786919
Coffee Mill;https://cmskiarea.com/;{'lat': '44.3742', 'long': '-92.0406'};USA;Minnesota;360.0;130.0;2.0;3.0;3.0;150.0;7093864717
Oberstocken;https://www.skiclubweilstetten.de/skilift-oberstocken/;{'lat': '48.2365', 'long': '8.9011'};Germany;Zollernalbkreis;880.0;60.0;0.4;1.0;1.0;50.0;4965072200
Les Paccots;https://fribourg.ch/de/les-paccots/;{'lat': '46.5333', 'long': '6.9167'};Switzerland;Fribourg;900.0;100.0;0.4;1.0;1.0;100.0;2040162159
Amberglift;https://www.amberglift.at/;{'lat': '47.6392', 'long': '12.3232'};Austria;Kitzbühel;750.0;90.0;0.5;1.0;1.0;180.0;8402045929
Snova Hashima;https://www.snvh.co.jp/;{'lat': '35.3263', 'long': '136.7522'};Japan;Gifu Prefecture;24.0;9.0;0.1;0.0;1.0;10.0;3853113892
Rackstadbacken;https://arvikaslalom.sportadmin.se/start/?ID=354583;{'lat': '59.6519', 'long': '12.5851'};Sweden;Värmland;315.0;105.0;0.5;1.0;1.0;150.0;6254663052
Frauenau;http://www.sc-frauenau.de;{'lat': '48.9861', 'long': '13.3009'};Germany;Regen;712.0;76.0;0.5;2.0;2.0;150.0;6850259277
Kirchbach;https://www.kirchbach.net/;{'lat': '48.5333', 'long': '15.0333'};Austria;Zwettl;740.0;90.0;0.6;2.0;1.0;50.0;7433755204
Hyland Hills;https://www.threeriversparks.org/location/hyland-hills-ski-area;{'lat': '44.8338', 'long': '-93.3487'};USA;Minnesota;310.0;50.0;1.2;5.0;3.0;100.0;2802121528
Häselgehr;https://www.lechtal.at/;{'lat': '47.3353', 'long': '10.4419'};Austria;Reutte;1025.0;25.0;0.2;1.0;1.0;150.0;3760073834
Germundö;http://www.alpin.ax/;{'lat': '60.3200', 'long': '20.1000'};Finland;Ahvenanmaa;42.0;34.0;0.7;1.0;1.0;100.0;6191007612
Borgloh – Hilter-Uphöfen;https://ski-borgloh.de/;{'lat': '52.1885', 'long': '8.0880'};Germany;Osnabrück;140.0;40.0;0.3;1.0;1.0;30.0;6113672375
Winterberglift;http://www.skilift-winterberg.de/;{'lat': '48.1000', 'long': '8.3330'};Germany;Schwarzwald-Baar-Kreis;902.0;52.0;0.0;1.0;1.0;50.0;8489169982
Katschwald;https://www.skiresort.info/ski-resort/katschwald-obdach/;{'lat': '47.0723', 'long': '14.6214'};Austria;Murtal;1277.0;77.0;0.5;1.0;1.0;150.0;2040580884
Les Genevez;https://www.telegenevez.ch/;{'lat': '47.2766', 'long': '7.1086'};Switzerland;République et Canton du Jura;1147.0;123.0;4.0;2.0;3.0;150.0;6462824537
Berger Anger;https://bergimdrautal.at/schnee-aktiv-im-ort/;{'lat': '46.7494', 'long': '13.1144'};Austria;Spittal an der Drau;686.0;16.0;0.2;1.0;1.0;150.0;4274677929
Holiday Mountain;https://holidaymountain.ca/;{'lat': '49.3556', 'long': '-98.2769'};Canada;Manitoba;460.0;70.0;1.9;2.0;3.0;120.0;2296268569
Woodbury;https://www.facebook.com/profile.php?id=100049386567038;{'lat': '41.5444', 'long': '-73.2073'};USA;Connecticut;259.0;91.0;9.0;4.0;3.0;80.0;6178319161
Döllberg;https://www.suhl-tourismus.de/home/unsere-stadt/suhl-im-winter;{'lat': '50.6091', 'long': '10.6960'};Germany;Schmalkalden-Meiningen;760.0;150.0;0.5;1.0;1.0;100.0;7354596516
Kronberg – Attergau;https://schilift-kronberg.jimdofree.com/;{'lat': '47.9427', 'long': '13.4893'};Austria;Vöcklabruck;632.0;88.0;1.0;2.0;2.0;150.0;2529787253
Do-Mi-Ski;https://www.domiski.com/;{'lat': '48.8833', 'long': '-72.2333'};Canada;Quebec;158.0;41.0;4.0;1.0;3.0;250.0;5901442182
Birgitz;https://www.skiresort.info/ski-resort/birgitz/;{'lat': '47.237', 'long': '11.334'};Austria;Innsbruck-Land;940.0;65.0;1.0;1.0;1.0;150.0;4998288814
Sägenhof;http://www.skilift-sägenhof.de/;{'lat': '48.05', 'long': '8.33'};Germany;Schwarzwald-Baar-Kreis;1090.0;140.0;1.2;1.0;2.0;100.0;8648676709
Camp 10;https://www.skiresort.info/ski-resort/camp-10/;{'lat': '45.6469', 'long': '-89.4123'};USA;Wisconsin;530.0;70.0;2.8;4.0;4.0;250.0;2134491412
Hermon Mountain;http://www.skihermonmountain.com;{'lat': '44.7964', 'long': '-68.9230'};USA;Maine;140.0;90.0;3.0;3.0;3.0;150.0;4967959328
Glasenberg;https://www.glasenberg.at/;{'lat': '47.9372', 'long': '14.5956'};Austria;Steyr-Land;971.0;191.0;4.0;1.0;3.0;100.0;2862768643
Rencurel;https://coulmes-vercors.com/domaine-alpin/;{'lat': '45.1100', 'long': '5.4500'};France;Isère;1233.0;183.0;3.0;3.0;2.0;150.0;7550190566
Grenchenberg;https://jurasonnenseite.ch/erleben/auf-dem-berg/skilift/;{'lat': '47.1931', 'long': '7.3914'};Switzerland;Canton of Solothurn;1350.0;110.0;0.8;2.0;1.0;80.0;4405711278
Reith bei Kitzbühel;https://www.kitzski.at/;{'lat': '47.4533', 'long': '12.3125'};Austria;Kitzbühel;865.0;95.0;1.8;2.0;2.0;120.0;4225522608
Andolla Ski;https://www.skiresort.info/ski-resort/andolla-ski-alpe-cheggio/;{'lat': '46.0651', 'long': '8.0887'};Italy;Piedmont;1553.0;85.0;2.0;1.0;1.0;200.0;6889649329
Fleckllift;https://fleckllift.de/;{'lat': '50.0241', 'long': '11.8170'};Germany;Bayreuth;690.0;40.0;0.3;1.0;1.0;100.0;7216659135
Litsbacken;https://www.skiresort.info/ski-resort/litsbacken/;{'lat': '63.3556', 'long': '14.6667'};Sweden;Jämtland;369.0;120.0;0.8;1.0;1.0;150.0;6309605243
Oberhelfenschwil;https://skilift-oberhelfenschwil.ch/;{'lat': '47.3627', 'long': '9.1279'};Switzerland;St. Gallen;866.0;68.0;0.4;1.0;1.0;150.0;7425579983
Platzhaus-Leit'n;https://www.mittersill.info/de/angebot/skifahren.html;{'lat': '47.2687', 'long': '12.5019'};Austria;Zell am See;850.0;50.0;0.3;1.0;1.0;150.0;1882359415
Baie des Sables;https://baiedessables.com/ski-alpin-planche-neige/;{'lat': '45.5764', 'long': '-70.8662'};Canada;Quebec;460.0;50.0;1.0;1.0;3.0;250.0;3216729564
Forsbacken;https://www.okforsarna.com/;{'lat': '63.1173', 'long': '16.3936'};Sweden;Jämtland;216.0;70.0;0.5;1.0;1.0;150.0;6345123264
Infinity Slopes;https://www.infinityslopes.com/;{'lat': '39.6666', 'long': '-105.9174'};USA;Colorado;1517.0;4.0;0.1;0.0;1.0;500.0;3326205661
McIntyre;https://www.mcintyreskiarea.com/;{'lat': '43.0020', 'long': '-71.4626'};USA;New Hampshire;155.0;48.0;3.0;2.0;3.0;200.0;9146683940
Les Gentianes;http://www.station-lesgentianes.com;{'lat': '46.5318', 'long': '5.9600'};France;Jura;1008.0;78.0;2.0;5.0;1.0;150.0;3537154366
Winterhalde;https://www.sv-gmuend.de/skilift-snowpark/skilift/;{'lat': '48.8160', 'long': '9.8575'};Germany;Ostalbkreis;590.0;50.0;0.5;2.0;1.0;50.0;4041965333
Dreieck;https://www.glarus.ch/freizeit-wohnen/sportanlagen/skilift-dreieck.html/6235;{'lat': '47.0407', 'long': '9.0668'};Switzerland;Canton of Glarus;682.0;169.0;1.0;1.0;1.0;150.0;6830398026
Gadmen;https://www.sc-gadmental.ch/;{'lat': '46.7253', 'long': '8.3313'};Switzerland;Bern;1300.0;95.0;1.0;1.0;1.0;200.0;8816835205
Düdinghausen;http://www.medebach-touristik.de/aktiv-in-medebach/winter/ski-alpin-rodeln/;{'lat': '51.2333', 'long': '8.6667'};Germany;Hochsauerlandkreis;530.0;50.0;0.2;1.0;1.0;150.0;4737286144
La Pesse;https://www.tourisme-hautes-combes.com/;{'lat': '46.239722', 'long': '5.727778'};France;Jura;1207.0;41.0;1.0;2.0;1.0;150.0;6369568279
Erlenberg;https://www.thurmansbang.de/freizeit/winterurlaub/ski-alpin.html;{'lat': '48.7402', 'long': '13.2639'};Germany;Freyung-Grafenau;570.0;50.0;0.2;1.0;1.0;150.0;6741970639
Barmsee;https://www.alpenwelt-karwendel.de/skilift-barmsee-kruen;{'lat': '47.498889', 'long': '11.279167'};Germany;Garmisch-Partenkirchen;950.0;50.0;0.3;1.0;1.0;150.0;4639795923
Saint Nizier du Moucherotte;https://www.saint-nizier-du-moucherotte.fr/loisirs-et-tourisme/sports/equipements-sportifs/;{'lat': '45.1567', 'long': '5.6086'};France;Isère;1200.0;39.0;0.6;2.0;1.0;150.0;8222511015
Wapiti Valley;http://www.skiwapiti.com/;{'lat': '53.1083', 'long': '-104.5733'};Canada;Saskatchewan;310.0;90.0;6.0;2.0;3.0;120.0;2200929525
Abenaki;https://www.wolfeboronh.us/abenaki-ski-area;{'lat': '43.6187', 'long': '-71.1932'};USA;New Hampshire;250.0;70.0;2.0;1.0;3.0;200.0;6268354013
Glück Auf Langewiese;https://www.skiresort.info/ski-resort/glueck-auf-langewiese/;{'lat': '51.1767', 'long': '8.4822'};Germany;Hochsauerlandkreis;740.0;70.0;2.8;2.0;3.0;120.0;4853147074
Staffelalp;https://www.skiriege.ch/;{'lat': '47.4140', 'long': '7.9006'};Switzerland;Basel-Landschaft;782.0;56.0;0.5;1.0;3.0;100.0;4841720506
Rotarun;https://rotarun.org/;{'lat': '43.5041', 'long': '-114.3007'};USA;Idaho;1790.0;119.0;4.6;2.0;3.0;300.0;2078530864
Schwarzer Mann;http://wordpress.blockhaus-schwarzer-mann.de/;{'lat': '50.1876', 'long': '6.3081'};Germany;Eifelkreis Bitburg-Prüm;697.0;87.0;1.0;2.0;1.0;80.0;9639642219
Sunnerstabacken;https://uslk.codekitchen.se/sunnerstabacken-uac/;{'lat': '59.8479', 'long': '17.6460'};Sweden;Uppsala;43.0;42.0;0.7;2.0;2.0;50.0;6863219069
St. Oswald;https://www.ferienregion-nationalpark.de/urlaubsthemen/auszeit/skifahren-snowboard.html;{'lat': '48.9051', 'long': '13.4227'};Germany;Freyung-Grafenau;807.0;40.0;0.3;1.0;1.0;150.0;3227792628
Hohe Wand Wiese;https://www.hohewandwiese.com/;{'lat': '48.2424', 'long': '16.2222'};Austria;Wien;260.0;6.0;0.1;2.0;1.0;50.0;4772675753
Seven Oaks;http://www.sevenoaksrec.com;{'lat': '42.054717', 'long': '-93.896205'};USA;Iowa;330.0;53.0;4.0;2.0;7.0;75.0;9895672646
Uplands Ski Centre;https://golfnorth.ca/uplands/;{'lat': '43.8156', 'long': '-79.4350'};Canada;Ontario;200.0;30.0;1.0;1.0;3.0;150.0;2286112156
Sonnenberglift;http://www.sonnenberglift.at/;{'lat': '47.1468', 'long': '11.1692'};Austria;Innsbruck-Land;1275.0;90.0;0.6;1.0;1.0;200.0;4616220883
Oberau;https://www.berchtesgaden.de/winter/skifahren;{'lat': '47.6381', 'long': '13.0320'};Germany;Berchtesgadener Land;760.0;30.0;0.2;1.0;1.0;150.0;2179213668
Minnedosa Ski Valley;http://www.skivalley.ca;{'lat': '50.2384', 'long': '-99.8427'};Canada;Manitoba;600.0;80.0;2.9;2.0;3.0;100.0;3830286124
Långberget;https://langberget.se/;{'lat': '60.6882', 'long': '12.6722'};Sweden;Värmland;630.0;40.0;0.5;1.0;1.0;120.0;4585118066
Haut-de-Caux;https://www.montreux.ch/sport/sports-dhiver/ski-et-snowboard/;{'lat': '46.4384', 'long': '6.9356'};Switzerland;Vaud;1166.0;10.0;0.1;1.0;1.0;120.0;1760469765
Kapellenberg;https://www.facebook.com/p/Skilift-Kapellenberg-100043332861356/;{'lat': '49.0083', 'long': '12.8234'};Germany;Straubing-Bogen;880.0;40.0;0.3;1.0;1.0;80.0;4855638275
Aggenhausen (Mahlstetten);https://www.skilift-aggenhausen.de/;{'lat': '48.0871', 'long': '8.8278'};Germany;Tuttlingen;902.0;54.0;1.0;2.0;1.0;60.0;5768143762
Snow Goose Mountain;https://snowgoosemountain.com/;{'lat': '49.6854', 'long': '-54.7638'};Canada;Newfoundland and Labrador;184.0;159.0;0.6;2.0;1.0;200.0;9909537708
Mickelbacken;https://www.gallosk.se/;{'lat': '62.9322', 'long': '15.1554'};Sweden;Jämtland;421.0;125.0;1.5;2.0;2.0;150.0;8338952008
Siretorp – Sandfors;https://www.skiresort.info/ski-resort/siretorp-sandfors/;{'lat': '64.6998', 'long': '20.6040'};Sweden;Västerbotten;144.0;40.0;0.2;1.0;1.0;150.0;1888205235
Tri Town;https://tritownskivillage.ca/;{'lat': '47.4291', 'long': '-79.6829'};Canada;Ontario;337.0;99.0;5.0;2.0;3.0;250.0;7468827842
Mönchdorf (Königswiesen);https://www.skiresort.info/ski-resort/moenchdorf-koenigswiesen/;{'lat': '48.3746', 'long': '14.8664'};Austria;Freistadt;700.0;70.0;1.0;2.0;1.0;150.0;2355613979
Mautgrube Oberau;https://www.berchtesgaden.de/winter/skifahren;{'lat': '47.6286', 'long': '12.9603'};Germany;Berchtesgadener Land;1198.0;22.0;0.2;1.0;1.0;150.0;6555903403
Ombergsliden;https://ombergsliden.se/;{'lat': '58.3311', 'long': '14.8489'};Sweden;Östergötland;205.0;72.0;0.8;2.0;2.0;50.0;3966414161
Nanao Korosa;http://www.city.nanao.ishikawa.jp/yamabiko/home;{'lat': '37.0431', 'long': '136.9672'};Japan;Ishikawa Prefecture;469.0;40.0;1.0;1.0;3.0;200.0;7455173621
Sonnenlift Axams;https://sonnenlift-axams.at/;{'lat': '47.2303', 'long': '11.3408'};Austria;Innsbruck Land;1000.0;90.0;0.5;1.0;1.0;100.0;1689238494
Fox Hill;https://www.foxhill.org/;{'lat': '43.351', 'long': '-88.183'};USA;Wisconsin;385.0;69.0;1.0;4.0;3.0;100.0;2427175683
Andreasberg;https://www.svauerbach05.de/wintersport.html;{'lat': '50.5306', 'long': '12.6091'};Germany;Erzgebirgskreis;600.0;90.0;0.4;1.0;1.0;100.0;9119088826
Leavenworth Ski Hill;https://skileavenworth.com/;{'lat': '47.5883', 'long': '-120.6638'};USA;Washington;520.0;70.0;1.0;2.0;1.0;150.0;8606152941
Giller – Hilchenbach-Lützel;https://www.skiverein-luetzel.de/;{'lat': '50.9521', 'long': '8.0875'};Germany;Siegen-Wittgenstein;650.0;90.0;0.5;2.0;1.0;60.0;8286898345
Fuchslochbühl;https://klostertal-arlberg.at/die-region/freizeit-kultur/freizeitaktivitaeten/paluda-fuchslochbuehel;{'lat': '47.1278', 'long': '10.0792'};Austria;Bludenz;1086.0;12.0;0.3;1.0;1.0;150.0;8983276986
Bacherleitn;https://sportgemeinschaft-weissenbach-bei-liezen.c.tactix-clubs.com/schilift-122;{'lat': '47.5494', 'long': '14.2283'};Austria;Liezen;781.0;118.0;1.1;1.0;1.0;100.0;9193454532
Antoni;http://4-host.de/sc-fridingen/skihang;{'lat': '48.0250', 'long': '8.9200'};Germany;Tuttlingen;785.0;110.0;1.0;3.0;3.0;100.0;6302391241
Hanson Hills;https://hansonhills.org/;{'lat': '44.662183', 'long': '-84.717757'};USA;Michigan;390.0;40.0;1.0;4.0;3.0;127.0;5295772510
Freistadt;https://schilift-freistadt.at/;{'lat': '48.5128', 'long': '14.5078'};Austria;Bezirk Freistadt;675.0;85.0;0.5;1.0;1.0;100.0;7485768079
Bameshub;http://www.union-neukirchen.at/;{'lat': '48.28971', 'long': '13.81896'};Austria;Grieskirchen;484.0;68.0;0.6;2.0;1.0;60.0;6576618203
Waldhof Winterwelt;https://www.ebners-waldhof.at/winterurlaub-mit-familie;{'lat': '47.8008', 'long': '13.3027'};Austria;Bezirk Salzburg-Umgebung;754.0;19.0;0.1;0.0;1.0;150.0;8305548934
Les Orvales;https://www.valbirse.ch/;{'lat': '47.2388', 'long': '7.2686'};Switzerland;Bern;855.0;74.0;0.5;1.0;1.0;150.0;8534385518
Raunigwiese – Kolbnitz;https://reisseck.at/;{'lat': '46.8909', 'long': '13.2948'};Austria;Spittal an der Drau;703.0;77.0;1.0;1.0;1.0;100.0;5490227402
Korpilombolo;http://www.kgif.net/sida/19/slalombacken;{'lat': '66.7204', 'long': '23.1275'};Sweden;Norrbotten;219.0;22.0;0.3;1.0;1.0;150.0;3835623639
Montmin;http://www.montmin.net/;{'lat': '45.8050', 'long': '6.2460'};France;Haute-Savoie;1195.0;85.0;2.0;2.0;1.0;150.0;4498471390
Salomonkallio;http://www.salomonkallio.fi/;{'lat': '61.3731', 'long': '22.0050'};Finland;Satakunta;31.0;14.0;0.5;2.0;1.0;50.0;3398465217
Raffelmoos;https://www.fischbachau.de;{'lat': '47.7360', 'long': '11.9019'};Germany;Miesbach;914.0;80.0;0.5;1.0;1.0;100.0;5702902021
Feichten;https://www.kaunertaler-gletscher.at/;{'lat': '47.0270', 'long': '10.7745'};Austria;Landeck;1310.0;35.0;0.3;1.0;1.0;150.0;4504816146
Hartmannsdorf;https://www.schilift.net/;{'lat': '47.13', 'long': '15.71'};Austria;Weiz;405.0;59.0;0.4;2.0;1.0;100.0;5019968784
Föhrlimatt;https://stvwegenstetten.ch/skilift/;{'lat': '47.500002', 'long': '7.933336'};Switzerland;Aargau;575.0;75.0;1.0;1.0;1.0;30.0;1296411954
Axis Freestyle Academy;https://www.axisfreestyle.com/;{'lat': '43.837', 'long': '-79.508'};Canada;Ontario;223.0;5.0;0.1;0.0;1.0;100.0;4067844553
Sous-le-Mont;https://www.tavannes.ch/infrastructures-sportives/;{'lat': '47.2223', 'long': '7.1997'};Switzerland;Bern;921.0;66.0;0.3;1.0;1.0;150.0;4081162281
Seeg;https://www.tsv-she.de/;{'lat': '47.6183', 'long': '10.6514'};Germany;Ostallgäu;910.0;72.0;0.5;1.0;1.0;100.0;2934111882
Beckenhalde – St. Gallen;https://www.feldsg.ch/skilift-beckenhalde/;{'lat': '47.4219', 'long': '9.3707'};Switzerland;St. Gallen;854.0;90.0;0.4;1.0;1.0;150.0;6258763901
Wasen im Emmental;https://www.skiliftwasen.ch/index.html;{'lat': '47.0751', 'long': '7.7940'};Switzerland;Bern;910.0;70.0;1.0;2.0;1.0;100.0;6686897018
Ködellift;https://www.skiresort.info/ski-resort/koedellift-nordhalben/;{'lat': '50.3703', 'long': '11.5094'};Germany;Kronach;620.0;70.0;0.4;1.0;2.0;100.0;1814285787
Chuderhüsi;https://skilift-chuderhuesi.ch/;{'lat': '46.861', 'long': '7.775'};Switzerland;Bern;1091.0;91.0;1.0;1.0;1.0;60.0;2690354487
Dry Hill;https://skidryhill.com/;{'lat': '43.9614', 'long': '-75.9117'};USA;New York;300.0;83.0;2.4;2.0;3.0;150.0;1062386038
Wiesenhofer;https://www.gasthof-wiesenhofer.at/;{'lat': '47.3084', 'long': '15.6957'};Austria;Weiz;900.0;100.0;1.0;1.0;1.0;50.0;4896436533
Oberwangen;https://www.skilift-oberwangen.com/;{'lat': '47.4164', 'long': '8.9671'};Switzerland;Thurgau;765.0;138.0;1.0;2.0;1.0;50.0;2543240799
Bischofsreut;https://haidmuehle.eu/erlebnisse/erlebnisse_winter/;{'lat': '48.8523', 'long': '13.7122'};Germany;Freyung-Grafenau;945.0;59.0;0.4;1.0;1.0;150.0;8701104329
Rettenbach (Bernstein);https://www.sz-rettenbach.at/;{'lat': '47.3831', 'long': '16.2864'};Austria;Oberwart;568.0;116.0;0.5;2.0;1.0;50.0;8901421738
Casaccia;https://www.bregaglia.ch/de/alpinski;{'lat': '46.3833', 'long': '9.6667'};Switzerland;Graubünden;1600.0;50.0;0.5;1.0;1.0;150.0;8020595174
Wimmerlifte;https://www.wimmerlift.at/;{'lat': '47.1359', 'long': '15.5873'};Austria;Graz-Umgebung District;500.0;50.0;0.4;2.0;1.0;50.0;5650833841
Mount Prospect;https://www.mountprospectskitow.com/;{'lat': '44.4824', 'long': '-71.5698'};USA;New Hampshire;520.0;76.0;0.8;1.0;3.0;250.0;4576372216
Badger Mountain;http://www.nwwintersportsman.com/BadgerMt/index2.htm;{'lat': '47.6500', 'long': '-120.0500'};USA;Washington;1062.0;148.0;1.5;3.0;3.0;300.0;9766452122
Langmattli;https://www.hergiswil.ch/skiliftlangmattli;{'lat': '46.9922', 'long': '8.3093'};Switzerland;Canton of Nidwalden;946.0;108.0;0.4;1.0;1.0;100.0;1823478443
Dalpe;https://bedrinadalpe.ch/;{'lat': '46.4753', 'long': '8.7919'};Switzerland;Ticino;1250.0;50.0;0.2;1.0;1.0;150.0;4668269379
Brot-Plamboz;https://www.skiresort.info/ski-resort/brot-plamboz/;{'lat': '46.9414', 'long': '6.7810'};Switzerland;Neuchâtel;1100.0;50.0;0.4;1.0;1.0;150.0;4073842142
Sandnes;http://www.sandnesil.no/?utm_source=skiresort&utm_medium=skiresort&utm_campaign=skiresort;{'lat': '69.6975', 'long': '30.0512'};Norway;Troms og Finnmark;130.0;125.0;0.7;1.0;1.0;300.0;3613299786
Quoggy Jo;https://skiquoggyjo.org/;{'lat': '46.71', 'long': '-67.99'};USA;Maine;275.0;58.0;0.8;1.0;1.0;200.0;9262222065
Bolbeno;https://www.bolbeno.info/it/centro-sci;{'lat': '45.960125', 'long': '10.746520'};Italy;Trentino-Alto Adige;663.0;90.0;0.5;1.0;1.0;150.0;6055689368
Lohwaldhängen;https://www.gemeinde-lindberg.de/tourismus/lindberg-erleben/winter.html;{'lat': '49.0444', 'long': '13.1511'};Germany;Regen;688.0;54.0;0.3;1.0;1.0;100.0;8681596919
Rhêmes Notre Dame;https://www.rhemesturismo.it/;{'lat': '45.5639', 'long': '7.1410'};Italy;Aosta Valley;1760.0;20.0;0.5;3.0;1.0;200.0;8396315502
Mt. McSauba;https://www.charlevoixmi.gov/331/Mt-McSauba;{'lat': '45.3263', 'long': '-85.2581'};USA;Michigan;216.0;31.0;0.7;4.0;3.0;300.0;6231723238
Altreichenau;https://www.neureichenau.de/skifvergnuegen-in-der-dreilaendereckregion/;{'lat': '48.779', 'long': '13.727'};Germany;Freyung-Grafenau;800.0;100.0;0.4;2.0;1.0;150.0;3434558033
Ausblick;https://ausblick.org/;{'lat': '43.1337', 'long': '-88.2218'};USA;Wisconsin;350.0;55.0;1.4;3.0;3.0;100.0;5819185782
Rothaus;https://www.hochschwarzwald.de/attraktionen/skilift-rothaus-1f60919edb;{'lat': '47.7872', 'long': '8.2386'};Germany;Waldshut;969.0;72.0;1.0;1.0;1.0;100.0;6850035133
Rånekålen;http://www.frilufts-ranea.se/;{'lat': '65.716', 'long': '21.297'};Sweden;Norrbotten;107.0;36.0;0.6;1.0;1.0;120.0;7024160956
Hirzenhain;https://www.skiclub-hirzenhain.de;{'lat': '50.7617', 'long': '8.3185'};Germany;Lahn-Dill-Kreis;560.0;120.0;1.4;1.0;3.0;50.0;2547585069
Schnee-Erlebnisland Flattach;https://www.flattach.at/winter-aktiv/schneeerlebnisland/;{'lat': '46.9700', 'long': '13.1553'};Austria;Spittal an der Drau;775.0;60.0;0.2;1.0;1.0;200.0;8952838086
Hirschkopf – Carlsfeld;https://ski-club-carlsfeld.com;{'lat': '50.4776', 'long': '12.5783'};Germany;Erzgebirgskreis;943.0;95.0;0.5;2.0;1.0;90.0;4817857724
Mogno;https://mognofreetime.ch/;{'lat': '46.3874', 'long': '8.6167'};Switzerland;Ticino;1275.0;125.0;1.5;2.0;3.0;150.0;5583353750
Holtanlia;http://www.holtanlia.no/;{'lat': '67.2783', 'long': '15.3958'};Norway;Nordland;393.0;340.0;5.8;1.0;3.0;200.0;6159635400
Göttersberg;http://www.skiclub-tittling.de;{'lat': '48.7245', 'long': '13.3423'};Germany;Passau;517.0;47.0;0.0;1.0;1.0;100.0;1343754672
Wurmsteinlift;https://www.skilift-wurmstein.de/;{'lat': '49.7358', 'long': '12.3621'};Germany;Neustadt an der Waldnaab;723.0;116.0;1.2;1.0;2.0;50.0;1984270430
Pizzoferrato-Valle di Sole/Gamberale;https://www.skiresort.info/ski-resort/pizzoferrato-valle-di-solegamberale/;{'lat': '41.8667', 'long': '14.2167'};Italy;Abruzzo;1425.0;75.0;0.9;1.0;1.0;150.0;1912441044
Red Hill;https://www.redhillskiclub.org/;{'lat': '43.7647', 'long': '-71.3912'};USA;New Hampshire;260.0;69.0;1.0;1.0;3.0;150.0;1286770114
Schorschi-Lifte;https://www.schorschi.at/;{'lat': '48.3173', 'long': '14.8925'};Austria;Bezirk Perg;787.0;37.0;1.0;2.0;1.0;70.0;5768424519
Albstadt-Lautlingen;https://www.tsv-lautlingen.de;{'lat': '48.2113', 'long': '9.0226'};Germany;Zollernalbkreis;710.0;30.0;0.5;2.0;2.0;100.0;8686606164
Bear's Den Mountain;https://www.skibearsden.com/;{'lat': '46.5197', 'long': '-97.9315'};USA;North Dakota;430.0;80.0;4.0;3.0;3.0;100.0;7161467977
Katzenkopf;https://www.zwei-seen-land.de/skifahren;{'lat': '47.5891', 'long': '11.3218'};Germany;Bad Tölz-Wolfratshausen;865.0;42.0;0.2;1.0;1.0;100.0;1182916169
